recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
8,3) $200 - $350,1373.48,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
9,4) $350 - $500,1021.17,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
1,2) $100 - $200,1063.16,1,0,Urban,1,Web,No E-Mail,0,0,0.0
1,1) $0 - $100,250.9,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
7,5) $500 - $750,1067.53,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,4) $350 - $500,288.58,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,42.37,0,0,Rural,1,Multichannel,No E-Mail,0,0,0.0
8,3) $200 - $350,1422.4,1,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
2,"7) $1,000 +",1105.44,0,0,Rural,0,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,696.46,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0
1,3) $200 - $350,83.16,1,1,Rural,0,Web,No E-Mail,0,0,0.0
10,"6) $750 - $1,000",420.89,1,0,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1346.98,0,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
5,3) $200 - $350,104.34,0,1,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
8,4) $350 - $500,1056.99,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
2,1) $0 - $100,50.24,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
3,4) $350 - $500,860.52,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
2,"6) $750 - $1,000",833.41,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
7,"6) $750 - $1,000",1262.73,0,0,Urban,0,Web,Womens E-Mail,0,0,0.0
8,3) $200 - $350,311.38,0,1,Urban,1,Web,No E-Mail,0,0,0.0
4,5) $500 - $750,1350.66,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
5,3) $200 - $350,1050.2,0,0,Urban,1,Web,Mens E-Mail,1,0,0.0
7,4) $350 - $500,1362.01,1,0,Urban,1,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,1421.57,1,1,Urban,0,Multichannel,No E-Mail,1,0,0.0
8,4) $350 - $500,932.51,0,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
11,4) $350 - $500,1441.02,0,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
7,4) $350 - $500,754.24,0,0,Urban,1,Web,No E-Mail,0,0,0.0
6,5) $500 - $750,1068.56,1,0,Rural,0,Web,No E-Mail,1,0,0.0
10,"6) $750 - $1,000",62.51,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
2,4) $350 - $500,686.91,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
4,4) $350 - $500,958.22,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
4,4) $350 - $500,845.78,1,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
2,1) $0 - $100,490.62,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,4) $350 - $500,36.79,1,0,Surburban,0,Multichannel,Womens E-Mail,1,0,0.0
10,"7) $1,000 +",1307.96,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
8,5) $500 - $750,290.15,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,968.84,0,0,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
2,4) $350 - $500,222.48,0,1,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
11,"7) $1,000 +",805.81,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
9,"6) $750 - $1,000",1174.03,1,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
3,5) $500 - $750,1050.63,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
10,"7) $1,000 +",108.79,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,1353.27,0,0,Surburban,1,Web,Mens E-Mail,1,0,0.0
8,2) $100 - $200,678.68,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",969.73,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
1,4) $350 - $500,1435.5,1,1,Urban,1,Web,No E-Mail,0,0,0.0
7,5) $500 - $750,219.46,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,5) $500 - $750,144.72,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
9,"7) $1,000 +",1374.84,0,0,Urban,1,Phone,No E-Mail,0,0,0.0
5,"6) $750 - $1,000",412.97,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
9,2) $100 - $200,1396.64,0,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
4,5) $500 - $750,315.71,1,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
5,3) $200 - $350,1247.17,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
6,"7) $1,000 +",1177.91,1,1,Rural,0,Web,No E-Mail,0,0,0.0
9,2) $100 - $200,1175.96,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
9,"6) $750 - $1,000",771.51,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
8,5) $500 - $750,875.8,0,0,Urban,0,Web,Mens E-Mail,0,0,0.0
8,"6) $750 - $1,000",316.18,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
4,"7) $1,000 +",604.32,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
5,4) $350 - $500,1228.41,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
6,3) $200 - $350,1383.59,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
2,3) $200 - $350,1369.83,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,3) $200 - $350,226.49,1,0,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
10,2) $100 - $200,980.16,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
11,4) $350 - $500,172.36,1,1,Rural,1,Web,Mens E-Mail,0,0,0.0
9,5) $500 - $750,576.97,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,1055.77,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,3) $200 - $350,870.48,1,1,Rural,0,Phone,No E-Mail,0,0,0.0
8,5) $500 - $750,1192.31,1,0,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
4,"6) $750 - $1,000",1307.11,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
9,2) $100 - $200,765.2,1,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
10,1) $0 - $100,1372.28,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,4) $350 - $500,1034.64,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
3,5) $500 - $750,39.02,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,1) $0 - $100,177.32,0,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,556.94,0,1,Urban,1,Web,No E-Mail,0,0,0.0
9,4) $350 - $500,1161.84,1,1,Urban,1,Web,Mens E-Mail,0,0,0.0
1,4) $350 - $500,1173.0,1,0,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
8,3) $200 - $350,1299.85,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
2,1) $0 - $100,194.86,1,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
6,5) $500 - $750,821.28,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
11,5) $500 - $750,679.72,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
11,2) $100 - $200,327.54,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,1251.42,0,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,842.27,0,1,Urban,0,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,1148.76,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
6,"7) $1,000 +",229.18,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
9,5) $500 - $750,534.36,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
6,2) $100 - $200,452.78,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
7,1) $0 - $100,362.39,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
4,3) $200 - $350,1242.4,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",832.66,1,0,Urban,1,Phone,Mens E-Mail,1,0,0.0
9,3) $200 - $350,177.29,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
5,3) $200 - $350,548.34,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,1319.33,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
10,5) $500 - $750,1357.26,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
11,5) $500 - $750,733.28,0,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
2,3) $200 - $350,162.5,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
11,4) $350 - $500,779.07,0,1,Rural,0,Web,No E-Mail,0,0,0.0
10,"6) $750 - $1,000",825.6,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
8,3) $200 - $350,869.29,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
4,3) $200 - $350,1262.52,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
4,1) $0 - $100,1056.02,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
4,4) $350 - $500,330.25,0,0,Rural,0,Multichannel,No E-Mail,0,0,0.0
8,3) $200 - $350,223.7,1,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
7,5) $500 - $750,954.7,0,0,Rural,0,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,690.71,0,0,Urban,0,Phone,Womens E-Mail,1,0,0.0
8,"7) $1,000 +",1419.56,0,1,Urban,1,Web,No E-Mail,1,0,0.0
8,3) $200 - $350,1273.61,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
2,4) $350 - $500,34.09,0,0,Urban,1,Web,No E-Mail,0,0,0.0
6,5) $500 - $750,341.79,1,0,Urban,0,Phone,Womens E-Mail,1,0,0.0
1,2) $100 - $200,1238.98,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,886.61,0,0,Rural,0,Web,No E-Mail,1,0,0.0
7,"6) $750 - $1,000",448.32,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
10,"7) $1,000 +",1119.23,0,0,Rural,0,Phone,No E-Mail,0,0,0.0
2,3) $200 - $350,932.4,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
5,"6) $750 - $1,000",393.12,1,1,Rural,0,Web,Mens E-Mail,0,0,0.0
1,2) $100 - $200,742.96,0,0,Urban,1,Web,Womens E-Mail,0,0,0.0
11,"6) $750 - $1,000",1196.51,0,1,Urban,1,Web,No E-Mail,0,0,0.0
6,2) $100 - $200,357.22,0,0,Urban,0,Phone,No E-Mail,1,0,0.0
5,4) $350 - $500,635.26,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
2,3) $200 - $350,163.01,0,0,Rural,0,Web,Womens E-Mail,1,0,0.0
6,"6) $750 - $1,000",1168.98,0,0,Urban,1,Web,Mens E-Mail,0,0,0.0
7,4) $350 - $500,155.95,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
4,"6) $750 - $1,000",1286.75,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
11,2) $100 - $200,832.99,0,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,916.91,0,0,Rural,1,Web,Womens E-Mail,0,0,0.0
9,5) $500 - $750,678.42,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
11,"7) $1,000 +",936.1,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
10,2) $100 - $200,935.17,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
7,5) $500 - $750,692.58,1,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
6,2) $100 - $200,1117.17,1,0,Urban,0,Web,No E-Mail,0,0,0.0
1,5) $500 - $750,51.7,0,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
4,3) $200 - $350,1273.1,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
11,"7) $1,000 +",385.01,0,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
2,"7) $1,000 +",500.12,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
5,4) $350 - $500,74.63,1,1,Urban,1,Web,Mens E-Mail,1,0,0.0
4,2) $100 - $200,45.59,0,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
5,"7) $1,000 +",313.33,0,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
3,3) $200 - $350,1035.13,0,0,Rural,0,Multichannel,Womens E-Mail,0,0,0.0
3,4) $350 - $500,1067.41,1,1,Rural,0,Web,Womens E-Mail,1,0,0.0
1,2) $100 - $200,392.81,0,0,Rural,1,Phone,No E-Mail,1,0,0.0
1,5) $500 - $750,1179.68,0,0,Rural,0,Web,Womens E-Mail,1,0,0.0
3,1) $0 - $100,242.6,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
3,"6) $750 - $1,000",260.25,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,667.17,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
3,4) $350 - $500,729.3,0,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
10,"6) $750 - $1,000",248.48,0,0,Rural,1,Web,Womens E-Mail,0,0,0.0
4,3) $200 - $350,48.67,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
5,2) $100 - $200,45.64,1,0,Rural,0,Multichannel,Womens E-Mail,1,0,0.0
1,2) $100 - $200,1078.23,1,0,Surburban,1,Web,Womens E-Mail,1,0,0.0
4,"7) $1,000 +",1360.32,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0
4,2) $100 - $200,47.03,1,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
6,5) $500 - $750,502.7,0,1,Urban,0,Web,No E-Mail,0,0,0.0
4,"7) $1,000 +",443.09,1,0,Rural,0,Web,No E-Mail,0,0,0.0
11,"6) $750 - $1,000",1341.55,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
3,"6) $750 - $1,000",1315.08,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
1,"6) $750 - $1,000",56.05,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
4,5) $500 - $750,1323.09,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0.0
3,"7) $1,000 +",935.42,0,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
11,"7) $1,000 +",223.41,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
7,3) $200 - $350,880.46,0,0,Rural,0,Multichannel,Womens E-Mail,1,0,0.0
1,"7) $1,000 +",310.23,1,1,Urban,0,Phone,No E-Mail,0,0,0.0
4,"7) $1,000 +",730.77,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
4,"6) $750 - $1,000",639.04,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
3,"7) $1,000 +",1241.31,0,1,Rural,1,Web,No E-Mail,1,0,0.0
4,"6) $750 - $1,000",660.97,0,1,Rural,1,Web,Womens E-Mail,1,0,0.0
6,2) $100 - $200,1078.09,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,4) $350 - $500,1115.85,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
8,1) $0 - $100,780.07,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
6,2) $100 - $200,947.41,0,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
3,3) $200 - $350,1264.43,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
1,"7) $1,000 +",384.9,0,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
8,2) $100 - $200,546.27,0,0,Surburban,1,Phone,Womens E-Mail,1,0,0.0
8,1) $0 - $100,841.3,0,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
10,4) $350 - $500,216.75,1,0,Rural,0,Multichannel,Womens E-Mail,1,0,0.0
1,3) $200 - $350,609.36,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
8,5) $500 - $750,102.09,1,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
2,4) $350 - $500,626.54,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,5) $500 - $750,1097.22,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
8,"6) $750 - $1,000",586.28,1,1,Rural,0,Phone,No E-Mail,0,0,0.0
8,4) $350 - $500,872.71,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
9,3) $200 - $350,95.15,0,0,Rural,0,Web,Womens E-Mail,0,0,0.0
4,"6) $750 - $1,000",943.37,1,0,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
10,1) $0 - $100,1109.0,0,0,Rural,0,Web,No E-Mail,0,0,0.0
5,"7) $1,000 +",1173.24,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0
11,3) $200 - $350,800.88,0,0,Rural,0,Web,No E-Mail,0,0,0.0
8,"6) $750 - $1,000",367.55,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
11,4) $350 - $500,994.98,1,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
1,5) $500 - $750,554.67,1,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
2,3) $200 - $350,25.6,0,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
1,1) $0 - $100,1271.53,1,0,Rural,0,Web,No E-Mail,0,0,0.0
8,3) $200 - $350,1417.96,0,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
5,4) $350 - $500,362.64,0,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,40.58,0,0,Rural,0,Web,No E-Mail,0,0,0.0
1,"7) $1,000 +",1130.02,0,0,Rural,0,Phone,No E-Mail,0,0,0.0
11,1) $0 - $100,1406.86,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
4,2) $100 - $200,1370.09,1,0,Urban,0,Web,Mens E-Mail,1,0,0.0
9,1) $0 - $100,762.94,0,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,605.57,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
11,"7) $1,000 +",1454.91,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
6,5) $500 - $750,1030.94,0,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
8,3) $200 - $350,154.95,0,0,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
2,5) $500 - $750,765.49,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
2,3) $200 - $350,895.47,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
3,1) $0 - $100,570.67,1,0,Urban,1,Multichannel,No E-Mail,1,0,0.0
7,2) $100 - $200,612.25,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1149.66,1,0,Rural,1,Phone,Womens E-Mail,1,0,0.0
7,3) $200 - $350,769.36,0,0,Urban,0,Phone,Womens E-Mail,1,0,0.0
11,4) $350 - $500,409.05,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
5,5) $500 - $750,230.12,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
3,2) $100 - $200,444.67,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
1,5) $500 - $750,693.45,1,1,Rural,1,Phone,Mens E-Mail,1,0,0.0
11,"7) $1,000 +",40.51,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
4,"6) $750 - $1,000",1304.43,1,1,Rural,1,Web,Womens E-Mail,0,0,0.0
10,"7) $1,000 +",1331.8,1,1,Urban,0,Multichannel,Mens E-Mail,1,1,143.08
1,4) $350 - $500,616.68,0,0,Surburban,0,Web,No E-Mail,0,0,0.0
6,2) $100 - $200,487.53,1,1,Rural,0,Web,Womens E-Mail,1,0,0.0
4,2) $100 - $200,1093.67,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",867.16,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,3) $200 - $350,171.8,1,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0.0
2,4) $350 - $500,79.16,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,1215.61,0,0,Urban,1,Phone,No E-Mail,0,0,0.0
5,"6) $750 - $1,000",478.93,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,283.81,1,0,Rural,1,Web,No E-Mail,0,0,0.0
2,"7) $1,000 +",1013.03,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
8,"6) $750 - $1,000",1122.65,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
9,5) $500 - $750,963.54,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
2,"7) $1,000 +",32.48,1,1,Rural,1,Multichannel,Womens E-Mail,0,0,0.0
5,2) $100 - $200,968.92,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
2,4) $350 - $500,514.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,2) $100 - $200,367.13,0,0,Urban,0,Web,No E-Mail,0,0,0.0
8,4) $350 - $500,1160.64,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
1,5) $500 - $750,167.07,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
1,4) $350 - $500,790.35,1,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
4,1) $0 - $100,850.43,0,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0
1,2) $100 - $200,802.19,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
10,"6) $750 - $1,000",109.39,1,0,Urban,1,Web,Mens E-Mail,1,0,0.0
3,5) $500 - $750,1329.58,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
9,5) $500 - $750,745.18,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
10,"6) $750 - $1,000",85.16,0,0,Surburban,0,Web,No E-Mail,0,0,0.0
5,"6) $750 - $1,000",947.06,0,0,Surburban,0,Phone,No E-Mail,0,0,0.0
6,2) $100 - $200,938.15,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
5,"7) $1,000 +",902.76,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,55.8,0,0,Urban,0,Multichannel,Mens E-Mail,1,0,0.0
6,1) $0 - $100,882.97,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
11,4) $350 - $500,891.96,1,1,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
6,"7) $1,000 +",730.0,1,1,Urban,1,Web,No E-Mail,0,0,0.0
10,"7) $1,000 +",1372.12,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,172.59,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
5,"7) $1,000 +",1160.56,1,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
6,3) $200 - $350,1069.77,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
7,"6) $750 - $1,000",1339.64,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
7,2) $100 - $200,52.49,0,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
4,3) $200 - $350,347.26,0,1,Urban,1,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,517.73,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,1144.76,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
2,"6) $750 - $1,000",256.29,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
9,"6) $750 - $1,000",992.38,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
4,5) $500 - $750,1119.54,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
5,"7) $1,000 +",1149.92,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
2,"6) $750 - $1,000",133.47,0,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
4,4) $350 - $500,1495.87,1,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
6,"6) $750 - $1,000",701.66,1,0,Rural,1,Web,Mens E-Mail,0,0,0.0
11,2) $100 - $200,946.15,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,1425.61,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
1,"6) $750 - $1,000",408.3,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
11,4) $350 - $500,548.9,1,1,Urban,0,Multichannel,Womens E-Mail,0,0,0.0
8,"7) $1,000 +",569.58,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
4,4) $350 - $500,1329.25,1,1,Rural,0,Phone,No E-Mail,0,0,0.0
4,4) $350 - $500,317.15,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
5,5) $500 - $750,216.96,0,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
4,4) $350 - $500,1186.93,1,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
1,4) $350 - $500,1367.54,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
6,1) $0 - $100,630.24,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
3,"7) $1,000 +",431.16,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
8,5) $500 - $750,1386.63,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
5,"6) $750 - $1,000",1177.49,0,0,Surburban,0,Phone,No E-Mail,0,0,0.0
2,"7) $1,000 +",384.77,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
8,5) $500 - $750,148.27,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,54.03,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
9,5) $500 - $750,1466.19,0,1,Urban,1,Web,No E-Mail,0,0,0.0
5,3) $200 - $350,300.82,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
5,3) $200 - $350,1437.5,1,1,Urban,1,Phone,Womens E-Mail,1,0,0.0
6,1) $0 - $100,1447.63,1,1,Rural,1,Web,Womens E-Mail,0,0,0.0
11,1) $0 - $100,545.74,1,1,Rural,1,Web,No E-Mail,1,0,0.0
5,4) $350 - $500,642.91,0,1,Rural,0,Web,No E-Mail,0,0,0.0
4,2) $100 - $200,984.9,1,0,Rural,1,Phone,Womens E-Mail,0,0,0.0
9,4) $350 - $500,905.04,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
2,5) $500 - $750,1213.69,1,1,Urban,1,Multichannel,Womens E-Mail,1,0,0.0
11,4) $350 - $500,558.23,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",1285.59,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
5,2) $100 - $200,630.68,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0.0
4,"6) $750 - $1,000",550.92,0,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
6,"6) $750 - $1,000",261.76,1,1,Surburban,1,Multichannel,No E-Mail,1,0,0.0
11,4) $350 - $500,1025.05,0,0,Surburban,1,Phone,Mens E-Mail,1,0,0.0
5,1) $0 - $100,177.6,0,0,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
3,"6) $750 - $1,000",856.59,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
