client_id,gender,age,average_amount,purchase_sum_3m,purchase_count_3m,days_since_first,days_since_last
c_001539,F,22.0,3971.36,25927.85,21,1369,313
c_001540,M,47.0,3089.07,45916.82,2,128,319
c_001541,F,23.0,71.84,11031.66,16,1325,27
c_001542,M,66.0,4262.63,23181.1,11,40,78
c_001543,F,23.0,4628.4,42667.36,29,539,35
c_001544,F,54.0,908.81,8714.67,36,859,114
c_001545,F,,958.56,4607.49,21,248,202
c_001546,F,62.0,1686.31,35132.77,8,35,42
c_001547,F,61.0,808.43,26770.24,3,143,3
c_001548,F,,291.54,44208.91,34,140,294
c_001549,F,,58.39,32788.58,26,1890,67
c_001550,F,24.0,2118.11,15017.83,2,1177,134
c_001551,F,39.0,2997.84,12576.01,13,1290,17
c_001552,F,67.0,427.09,32159.06,13,147,329
c_001553,F,54.0,1947.14,33790.29,46,567,212
c_001554,F,79.0,2676.75,43211.94,47,797,356
c_001555,F,59.0,278.56,23664.02,46,1237,68
c_001556,M,21.0,1601.37,23958.94,26,1614,276
c_001557,F,70.0,3896.21,40590.1,26,229,276
c_001558,M,70.0,290.04,6404.37,4,1833,281
c_001559,F,37.0,1295.44,46651.59,4,790,104
c_001560,M,35.0,3425.36,21449.49,2,1000,37
c_001561,M,68.0,4537.92,42899.79,35,1908,266
c_001562,F,74.0,1789.13,16111.37,14,734,294
c_001563,F,,325.91,40154.84,9,1879,87
c_001564,F,69.0,4821.13,17379.69,39,1133,320
c_001565,F,56.0,1736.81,25050.88,4,1575,73
c_001566,F,61.0,3186.31,9315.46,4,913,338
c_001567,F,33.0,1249.35,2906.89,41,1647,259
c_001568,F,,2208.11,7979.63,43,252,327
c_001569,F,64.0,1774.23,42475.61,5,1964,266
c_001570,F,79.0,1641.1,19647.31,13,797,100
c_001571,U,67.0,1007.93,36395.37,3,920,31
c_001572,F,50.0,4986.74,4953.05,36,1983,24
c_001573,F,49.0,305.7,43531.26,48,1664,190
c_001574,M,41.0,1237.44,35014.68,31,1404,124
c_001575,F,38.0,2760.85,22629.86,3,227,40
c_001576,M,44.0,3179.78,27690.45,35,988,10
c_001577,F,58.0,1129.26,16941.77,48,69,158
c_001578,M,34.0,4448.79,21424.68,1,155,62
c_001579,M,26.0,524.27,24966.65,20,65,110
c_001580,F,19.0,2709.06,39926.83,6,1533,74
c_001581,M,51.0,1255.39,9673.36,16,1320,118
c_001582,U,38.0,124.78,3107.91,5,630,90
c_001583,U,75.0,3032.92,13653.96,46,1753,3
c_001584,F,58.0,3757.91,28585.13,10,1125,305
c_001585,M,28.0,1722.88,8526.74,36,1741,163
c_001586,F,53.0,2418.86,35364.44,26,275,97
c_001587,F,68.0,4489.46,17718.45,45,823,221
c_001588,F,,4125.95,3869.35,13,1384,249
c_001589,U,63.0,1720.66,49428.22,45,1078,290
c_001590,F,58.0,4871.68,18307.97,42,1026,156
c_001591,M,25.0,1340.38,36313.22,0,470,236
c_001592,M,53.0,3547.69,49116.08,41,77,251
c_001593,M,39.0,2039.94,49726.0,28,627,319
c_001594,U,,2549.5,6024.0,42,987,189
c_001595,M,20.0,471.85,19020.05,36,677,244
c_001596,M,42.0,4935.08,22049.89,11,1427,181
c_001597,M,76.0,688.97,28306.21,0,98,343
c_001598,M,31.0,4032.5,10653.57,29,1204,325
c_001599,M,75.0,1915.13,45187.26,32,1971,8
c_001600,M,35.0,3997.14,12215.89,33,151,87
c_001601,F,68.0,849.54,6274.94,13,990,75
c_001602,F,28.0,3163.27,13628.23,45,1294,59
c_001603,F,53.0,1799.65,17746.5,20,52,245
c_001604,M,19.0,3749.5,48647.98,24,1671,245
c_001605,F,66.0,402.69,24989.22,4,982,190
c_001606,F,30.0,1818.89,46335.52,2,1055,346
c_001607,F,51.0,3242.19,14412.8,16,1036,154
c_001608,M,54.0,3089.5,14954.29,47,506,307
c_001609,M,54.0,2417.99,49115.84,16,1389,49
c_001610,F,36.0,3442.64,14155.1,23,1295,125
c_001611,F,61.0,2577.42,25204.97,41,1908,329
c_001612,F,75.0,2440.61,39905.39,45,1898,78
c_001613,F,25.0,1013.92,33927.94,31,588,274
c_001614,M,23.0,1138.16,25482.15,6,525,19
c_001615,M,66.0,4192.61,17776.95,44,1093,239
c_001616,M,42.0,955.58,36929.9,34,913,141
c_001617,F,24.0,3320.74,29738.56,3,1266,226
c_001618,M,36.0,4877.47,24289.56,4,574,100
c_001619,M,44.0,2109.1,36654.09,26,996,163
c_001620,F,,556.87,45783.34,18,1005,306
c_001621,M,18.0,600.99,46837.83,47,763,34
c_001622,F,79.0,2029.01,47647.83,15,925,313
c_001623,F,,3549.0,13468.15,14,1902,318
c_001624,F,49.0,594.26,1466.81,33,1547,213
c_001625,F,58.0,3761.45,35121.28,48,1404,141
c_001626,M,53.0,3257.89,43978.0,38,1648,113
c_001627,M,43.0,4716.97,1082.45,48,372,185
c_001628,M,32.0,1067.18,33271.87,33,592,123
c_001629,F,,3243.7,26564.95,22,1545,137
c_001630,F,34.0,617.16,47615.22,38,1542,318
c_001631,M,19.0,2950.34,43842.15,49,1064,280
c_001632,M,,1314.07,3675.04,17,1553,33
c_001633,F,22.0,2629.53,25660.5,2,675,77
c_001634,F,78.0,3882.81,27313.46,40,523,169
c_001635,F,40.0,3843.54,12062.71,17,219,304
c_001636,M,35.0,132.17,21618.47,19,1442,308
c_001637,M,,3572.7,12674.42,36,1541,229
c_001638,M,61.0,4630.98,49786.25,42,230,276
c_001639,F,22.0,878.07,2306.39,26,166,132
c_001640,F,56.0,2497.59,10320.46,12,1517,290
c_001641,M,41.0,3754.24,44095.25,33,1180,115
c_001642,F,52.0,3012.65,210.04,26,1284,347
c_001643,F,78.0,4653.11,7735.62,29,1979,293
c_001644,F,37.0,2416.04,5797.68,2,217,258
c_001645,F,31.0,1343.88,14501.87,30,1642,322
c_001646,F,65.0,4347.04,24948.22,11,461,129
c_001647,M,71.0,4568.08,6477.91,35,1383,291
c_001648,F,20.0,4638.96,10130.93,20,406,209
c_001649,F,27.0,3084.8,17443.62,45,732,321
c_001650,F,35.0,187.01,39798.69,9,486,206
c_001651,M,32.0,4337.33,9858.52,10,1946,206
c_001652,M,51.0,980.45,19591.33,18,1200,316
c_001653,F,73.0,4500.11,322.77,35,1694,68
c_001654,F,66.0,4745.61,22993.33,34,1898,274
c_001655,M,19.0,310.27,34093.67,49,449,65
c_001656,F,53.0,3530.67,47803.57,46,1049,302
c_001657,F,60.0,1910.08,174.93,23,661,362
c_001658,M,50.0,3335.31,39695.48,9,882,268
c_001659,F,39.0,3374.57,17090.72,4,1011,207
c_001660,F,46.0,4278.75,26726.78,42,88,141
c_001661,M,65.0,3803.64,33042.85,10,1817,74
c_001662,M,59.0,3449.0,34444.86,41,1477,222
c_001663,M,38.0,4476.88,12166.38,20,1523,275
c_001664,F,53.0,3379.4,28315.35,2,976,169
c_001665,M,36.0,3897.75,48465.13,21,689,49
c_001666,M,54.0,4874.26,4189.28,40,1952,134
c_001667,M,51.0,2936.78,43392.45,39,447,96
c_001668,M,50.0,3497.38,19470.55,40,1783,78
c_001669,F,54.0,3274.77,49400.35,5,138,99
c_001670,F,55.0,2046.25,5397.08,21,1595,328
c_001671,F,67.0,1109.36,20300.28,26,1938,204
c_001672,F,36.0,4330.19,4624.46,40,516,68
c_001673,M,51.0,4832.63,19371.96,6,1615,44
c_001674,F,60.0,1038.51,10739.13,30,822,299
c_001675,M,30.0,367.64,15435.86,24,197,347
c_001676,M,27.0,1081.68,11073.28,39,1369,261
c_001677,M,49.0,2375.27,46027.73,48,172,127
c_001678,M,47.0,878.51,45984.78,37,551,292
c_001679,M,,392.01,2807.05,6,56,18
c_001680,M,42.0,3527.81,29228.65,16,1043,279
c_001681,M,78.0,3664.99,8229.55,9,1715,135
c_001682,M,56.0,1767.35,472.61,7,1746,158
c_001683,F,30.0,2404.26,48596.05,0,1007,242
c_001684,M,34.0,4498.54,7659.92,26,710,168
c_001685,M,76.0,2608.87,37367.51,27,1099,268
c_001686,M,54.0,4739.32,32904.09,16,50,334
c_001687,M,,2025.67,35150.33,43,808,120
c_001688,M,77.0,4257.15,48128.47,24,751,290
c_001689,F,50.0,272.22,12351.35,23,1405,354
c_001690,F,63.0,1454.87,33466.85,0,1730,141
c_001691,M,64.0,1731.86,2644.15,20,95,1
c_001692,M,19.0,2576.28,45317.35,48,880,342
c_001693,F,62.0,4417.93,21907.53,14,1202,77
c_001694,F,32.0,1738.93,996.69,44,69,283
c_001695,M,20.0,627.26,8790.36,1,1750,35
c_001696,M,23.0,2125.3,32417.41,4,806,179
c_001697,F,77.0,3436.37,48766.29,3,1282,79
c_001698,F,37.0,2576.64,29726.98,44,1598,293
c_001699,M,58.0,2176.26,32831.57,4,409,47
c_001700,F,29.0,1460.09,41639.15,26,616,94
c_001701,M,19.0,4457.96,1255.9,7,1584,294
c_001702,F,29.0,668.3,46528.55,46,1982,95
c_001703,M,54.0,3355.23,6990.99,32,1997,54
c_001704,F,42.0,3717.48,24475.56,33,592,234
c_001705,M,65.0,3687.58,45933.8,20,58,99
c_001706,F,29.0,3129.51,41712.8,22,1779,106
c_001707,F,65.0,1006.21,12988.55,31,262,159
c_001708,F,47.0,837.46,29045.51,30,859,279
c_001709,F,26.0,272.54,10920.4,10,306,75
c_001710,M,24.0,3246.26,17539.43,22,1738,207
c_001711,M,59.0,2907.55,47162.17,16,1547,294
c_001712,M,70.0,965.49,8640.16,31,1705,171
c_001713,F,61.0,1257.07,27140.49,36,453,333
c_001714,M,35.0,3970.67,18685.5,29,699,54
c_001715,M,74.0,1821.29,28686.18,39,1241,171
c_001716,M,40.0,4866.21,9271.2,4,1021,208
c_001717,F,40.0,1340.09,16708.32,46,303,251
c_001718,F,37.0,4540.86,11706.76,9,50,181
c_001719,F,53.0,2560.21,26794.74,48,187,78
c_001720,M,26.0,2061.52,46798.65,19,120,148
c_001721,M,48.0,62.88,7045.01,6,1434,91
c_001722,M,65.0,2909.72,1659.36,21,864,100
c_001723,F,19.0,2080.12,28313.1,48,168,330
c_001724,F,77.0,2478.97,25675.99,26,759,213
c_001725,M,47.0,2362.93,49230.23,28,1509,156
c_001726,F,19.0,3328.03,49587.01,6,1534,99
c_001727,M,41.0,1828.51,43797.62,48,786,38
c_001728,F,46.0,400.39,13201.47,12,1340,273
c_001729,M,34.0,1238.96,40082.24,8,297,159
c_001730,M,78.0,3046.67,31772.95,10,555,222
c_001731,M,23.0,2072.83,511.08,42,1403,3
c_001732,F,49.0,781.81,2144.83,20,1486,364
c_001733,M,44.0,93.92,40759.9,15,483,327
c_001734,M,76.0,121.47,3277.93,49,271,346
c_001735,M,47.0,1073.72,46201.97,40,702,299
c_001736,M,22.0,2043.08,41901.16,26,592,118
c_001737,F,56.0,1520.73,25317.83,18,404,92
c_001738,M,41.0,2691.24,34025.22,3,1195,302
c_001739,F,37.0,4495.6,29945.22,29,1495,19
c_001740,F,77.0,2425.05,28437.64,11,1359,265
c_001741,F,50.0,1771.69,44969.15,39,1604,313
c_001742,M,69.0,2846.0,11003.51,29,1428,307
c_001743,M,61.0,4250.14,22965.81,29,1530,34
c_001744,F,20.0,2947.81,41379.42,6,589,163
c_001745,M,51.0,1696.32,40008.64,25,1048,211
c_001746,F,76.0,1082.79,33658.84,34,400,303
c_001747,F,,2074.26,34975.19,39,638,252
c_001748,M,32.0,4893.28,21006.32,1,940,317
c_001749,F,57.0,4147.41,1520.66,34,1519,302
c_001750,F,65.0,4666.64,26528.7,18,138,68
c_001751,M,44.0,991.6,30486.0,46,1034,33
c_001752,M,52.0,2271.04,32157.46,18,1271,119
c_001753,F,61.0,3028.89,13832.54,36,677,198
c_001754,M,47.0,1397.53,23057.68,44,1218,217
c_001755,F,53.0,4778.69,46906.73,47,540,289
c_001756,M,79.0,3874.66,16772.66,29,135,76
c_001757,F,37.0,2850.23,952.63,18,471,22
c_001758,M,57.0,2547.61,36711.2,25,1235,315
c_001759,M,35.0,424.28,12879.5,12,929,294
c_001760,F,71.0,2587.21,15507.51,23,108,338
c_001761,F,72.0,3650.91,20058.65,7,256,77
c_001762,F,68.0,645.37,23346.93,24,62,310
c_001763,M,21.0,1091.7,34143.85,21,1807,148
c_001764,M,53.0,4059.23,39103.09,14,816,312
c_001765,F,65.0,901.3,33901.7,0,830,97
c_001766,M,,3551.9,5282.73,49,1549,289
c_001767,F,79.0,4555.36,18091.64,28,324,102
c_001768,M,28.0,1210.04,3251.28,14,663,127
c_001769,F,77.0,2557.6,19654.8,18,1051,47
c_001770,F,32.0,222.9,17325.09,18,1793,190
c_001771,F,30.0,323.72,4444.88,17,715,29
c_001772,F,41.0,142.04,35935.87,19,1278,58
c_001773,M,52.0,4051.49,43208.22,2,516,213
c_001774,M,68.0,4552.8,25078.62,22,1012,313
c_001775,F,53.0,3158.38,32173.45,35,240,213
c_001776,M,76.0,1401.56,22910.44,19,547,354
c_001777,F,23.0,2494.71,22188.47,16,1420,163
c_001778,M,43.0,2995.68,34661.33,38,88,178
c_001779,F,59.0,4828.42,45437.86,29,1802,93
c_001780,M,23.0,4482.2,49419.76,38,1825,6
c_001781,F,32.0,4609.37,5528.47,37,776,38
c_001782,U,56.0,872.14,6183.34,12,326,300
c_001783,F,59.0,2628.41,26859.93,14,1401,7
c_001784,M,57.0,2908.4,15128.86,28,669,221
c_001785,M,67.0,3898.87,37967.08,32,340,169
c_001786,F,,4477.16,6102.1,44,137,183
c_001787,F,79.0,1493.64,35918.76,8,213,260
c_001788,F,38.0,2369.62,47634.45,48,1228,1
c_001789,F,79.0,3952.87,11688.28,47,1115,27
c_001790,M,39.0,922.55,25983.19,35,1237,252
c_001791,F,75.0,950.52,34943.2,47,1660,338
c_001792,F,37.0,3918.09,26103.73,15,384,194
c_001793,M,22.0,595.67,44105.39,42,741,200
c_001794,M,71.0,659.91,8755.31,26,503,130
c_001795,F,36.0,1897.95,36667.03,45,839,75
c_001796,F,30.0,568.1,44151.22,20,507,215
c_001797,F,61.0,314.12,5764.57,34,547,118
c_001798,F,42.0,668.51,13552.52,46,304,336
c_001799,U,39.0,3019.08,6146.35,21,158,280
c_001800,M,68.0,2860.18,22357.34,18,1671,215
c_001801,F,34.0,1416.87,13189.34,38,1316,23
c_001802,F,19.0,94.32,41871.98,17,1744,112
c_001803,M,53.0,3799.64,45728.3,18,1293,349
c_001804,F,25.0,2613.58,6403.41,44,1203,175
c_001805,F,37.0,3369.06,24771.33,1,1244,166
c_001806,F,50.0,318.05,8296.6,15,512,57
c_001807,M,60.0,3713.61,11841.43,28,1545,213
c_001808,M,72.0,1292.81,35685.33,44,1021,106
c_001809,M,49.0,3082.24,41379.79,15,1309,66
c_001810,F,62.0,2756.41,22835.83,30,1715,193
c_001811,F,22.0,345.66,17177.17,15,1960,104
c_001812,M,56.0,3295.87,32350.91,16,776,31
c_001813,F,28.0,4608.84,29117.77,30,57,100
c_001814,F,22.0,1789.27,17544.74,32,1046,346
c_001815,U,58.0,4969.82,7514.8,19,1709,158
c_001816,F,71.0,1894.08,48677.81,11,1283,348
c_001817,M,,399.72,22482.88,15,1133,224
c_001818,M,35.0,219.3,22057.14,11,353,267
c_001819,F,76.0,2254.23,47731.89,10,1566,358
c_001820,F,50.0,1731.03,1898.43,19,1298,280
c_001821,F,58.0,4357.77,23188.64,28,191,144
c_001822,M,79.0,4868.09,10402.14,12,1120,194
c_001823,F,29.0,2554.87,41491.37,49,397,167
c_001824,F,35.0,486.13,19371.36,46,1605,38
c_001825,F,40.0,3046.89,13194.34,5,44,45
c_001826,M,56.0,696.47,27947.41,43,1288,116
c_001827,U,22.0,2868.16,5183.98,32,1611,300
c_001828,U,67.0,1256.66,47232.51,3,366,211
c_001829,M,26.0,2057.73,27956.63,34,257,91
c_001830,F,41.0,1536.96,20509.46,10,1109,314
c_001831,F,39.0,2868.59,16698.84,6,1196,344
c_001832,M,46.0,3871.37,15648.57,18,1396,211
c_001833,M,19.0,1155.41,42214.83,15,287,322
c_001834,M,24.0,3497.03,14161.86,4,1710,152
c_001835,M,38.0,1619.18,28248.86,14,163,227
c_001836,U,43.0,1339.09,42748.11,47,1890,134
c_001837,F,,2463.03,19659.26,31,296,82
c_001838,M,,2346.94,49334.26,20,1277,211
c_001839,M,77.0,702.82,2635.25,36,604,126
c_001840,M,,1396.62,18520.26,16,1506,338
c_001841,M,68.0,346.62,33516.4,5,284,177
c_001842,M,58.0,1139.43,9536.99,46,1459,199
c_001843,F,23.0,1724.85,40964.76,8,1494,160
c_001844,F,71.0,103.09,4451.19,3,411,264
c_001845,M,78.0,4588.64,27274.31,34,350,363
c_001846,F,52.0,478.91,49503.61,28,682,146
c_001847,F,48.0,2321.74,29631.57,18,137,354
c_001848,F,79.0,1178.57,33099.52,35,158,201
c_001849,F,24.0,4509.64,24085.29,29,507,164
c_001850,F,49.0,3859.23,25987.85,6,551,84
c_001851,F,65.0,2610.03,45010.92,31,640,225
c_001852,F,41.0,1497.91,34876.26,0,753,276
c_001853,F,27.0,1124.2,34426.99,26,366,246
c_001854,F,27.0,4257.84,5606.98,28,1624,243
c_001855,F,27.0,2420.96,29057.24,9,1886,7
c_001856,F,63.0,4140.17,34812.26,16,829,90
c_001857,M,53.0,293.33,46923.29,6,593,268
c_001858,U,50.0,3165.64,47830.99,35,1835,27
c_001859,M,72.0,1203.32,30142.01,15,156,205
c_001860,F,70.0,4172.78,20499.5,10,658,322
c_001861,F,45.0,4223.07,9131.12,36,1839,172
c_001862,F,51.0,3713.26,4111.3,16,65,350
c_001863,F,47.0,4348.82,40034.68,34,814,287
c_001864,M,64.0,2938.02,2040.88,49,1801,352
c_001865,M,35.0,217.5,34411.38,40,1119,280
c_001866,F,58.0,1316.37,22520.96,32,1279,103
c_001867,F,57.0,1801.97,19089.23,14,618,179
c_001868,F,58.0,3426.46,30554.07,14,1221,240
c_001869,F,48.0,537.16,35969.02,48,412,320
c_001870,F,77.0,2080.52,22572.52,8,1091,202
c_001871,M,,611.48,3270.0,6,1942,123
c_001872,M,52.0,3387.93,22897.97,25,580,219
c_001873,F,25.0,4143.38,37969.17,8,1033,138
c_001874,M,72.0,3822.42,37438.96,20,1289,333
c_001875,U,22.0,2903.49,29724.19,14,1811,346
c_001876,F,36.0,3426.13,48900.84,1,559,329
c_001877,U,62.0,4275.13,40846.34,26,1744,213
c_001878,M,46.0,3384.46,41681.14,19,243,196
c_001879,F,24.0,4301.57,23700.84,15,844,219
c_001880,F,61.0,3270.4,22832.54,25,1385,127
c_001881,M,69.0,4212.97,38193.01,31,156,199
c_001882,F,41.0,3206.27,49855.18,0,1636,350
c_001883,U,22.0,3002.84,48222.83,2,1980,50
c_001884,F,24.0,3159.28,31361.82,25,877,133
c_001885,F,,4693.15,8050.99,28,407,291
c_001886,F,57.0,890.12,15262.38,30,1502,120
c_001887,F,46.0,3045.73,6649.52,48,1291,322
c_001888,F,58.0,1713.09,31035.03,43,757,245
c_001889,F,19.0,1098.23,43998.94,16,1332,312
c_001890,M,43.0,4728.46,36027.67,4,1261,5
c_001891,M,78.0,1395.51,25891.37,0,963,221
c_001892,F,,3234.41,23678.4,36,1213,334
c_001893,F,23.0,1471.29,19947.41,11,1785,17
c_001894,M,34.0,4671.81,7419.47,4,602,234
c_001895,F,39.0,1731.97,10128.42,22,520,176
c_001896,M,65.0,2308.97,46000.36,35,1315,341
c_001897,F,43.0,2635.59,23690.49,44,334,203
c_001898,U,45.0,147.47,38260.68,26,1172,200
c_001899,M,63.0,1437.78,11390.89,15,1434,314
c_001900,U,67.0,4293.86,49445.87,21,1516,296
c_001901,F,33.0,413.55,44495.6,42,1878,285
c_001902,M,52.0,2044.85,34423.15,49,781,145
c_001903,M,64.0,2743.69,42433.0,19,957,58
c_001904,U,30.0,380.44,6703.2,25,741,57
c_001905,F,35.0,1711.79,41084.95,31,585,53
c_001906,M,77.0,2401.29,38118.71,26,1988,322
c_001907,F,58.0,676.55,4512.97,42,1609,169
c_001908,F,70.0,4329.75,6945.34,6,1352,69
c_001909,F,71.0,4791.28,24218.58,42,1683,210
c_001910,F,43.0,3384.96,17741.98,7,70,206
c_001911,M,71.0,4449.88,35803.43,18,329,202
c_001912,M,47.0,3875.13,20138.14,13,743,122
c_001913,U,35.0,1483.54,38745.72,21,109,189
c_001914,F,35.0,358.67,38886.16,37,1882,16
c_001915,F,19.0,4730.91,41864.33,24,32,167
c_001916,F,50.0,4628.47,15122.98,22,615,255
c_001917,M,66.0,1180.29,26937.01,1,1040,173
c_001918,M,76.0,3499.81,38860.23,2,991,243
c_001919,M,75.0,3230.15,30285.24,6,1684,166
c_001920,M,70.0,3689.15,41208.84,47,768,221
c_001921,F,50.0,3484.52,38759.62,41,1049,37
c_001922,M,45.0,3128.39,29935.94,7,1473,192
c_001923,F,51.0,670.25,3538.37,15,814,173
c_001924,F,72.0,1394.82,23511.98,18,874,313
c_001925,U,67.0,1303.24,1550.86,28,1795,166
c_001926,M,63.0,4048.53,38121.14,14,730,196
c_001927,F,71.0,1059.5,13556.59,3,1803,90
c_001928,U,28.0,1511.33,12257.03,40,254,11
c_001929,F,64.0,1527.06,14873.34,47,1527,255
c_001930,F,19.0,2277.51,16970.9,37,1345,102
c_001931,F,26.0,2600.54,19354.25,2,1284,98
c_001932,F,39.0,3686.38,35793.17,36,449,128
c_001933,F,65.0,570.26,42313.62,14,698,207
c_001934,M,48.0,648.54,39465.6,46,725,169
c_001935,F,69.0,4845.0,34683.79,2,739,310
c_001936,F,34.0,1105.15,29394.05,27,1594,234
c_001937,F,33.0,2283.26,27575.0,48,1390,100
c_001938,F,61.0,4216.37,33975.2,43,1339,52
c_001939,F,28.0,3162.73,49913.45,2,1310,66
c_001940,M,77.0,2515.57,17391.75,0,1236,165
c_001941,F,76.0,823.83,31452.89,0,1156,200
c_001942,F,26.0,754.53,40424.71,47,247,335
c_001943,M,75.0,4226.36,3161.6,41,398,212
c_001944,F,61.0,3197.73,42058.43,16,1383,316
c_001945,M,66.0,3399.18,31812.82,14,998,106
c_001946,F,41.0,3367.11,32496.99,29,879,168
c_001947,F,23.0,2039.87,34762.03,45,468,256
c_001948,F,46.0,2172.09,43759.66,31,821,286
c_001949,F,57.0,3250.51,33923.19,13,1659,6
c_001950,F,77.0,4565.29,29733.4,20,1860,133
c_001951,U,77.0,1003.98,13205.95,5,642,279
c_001952,M,79.0,3264.52,10129.95,15,90,187
c_001953,F,43.0,4818.22,33738.95,49,407,56
c_001954,F,28.0,3151.21,14531.74,38,1679,55
c_001955,F,,3015.6,14483.18,35,1511,324
c_001956,F,23.0,166.07,49197.94,17,754,243
c_001957,M,27.0,1511.81,27756.63,1,786,15
c_001958,F,38.0,3932.4,1179.61,31,1339,0
c_001959,M,41.0,1152.65,2017.05,34,312,269
c_001960,U,47.0,1175.63,42590.08,30,818,291
c_001961,F,51.0,1316.52,37474.55,27,1313,236
c_001962,M,72.0,3190.79,29013.6,9,366,195
c_001963,F,28.0,1756.6,10111.41,31,496,276
c_001964,F,77.0,2833.95,5032.57,23,875,154
c_001965,M,71.0,1240.29,43315.02,13,244,36
c_001966,M,24.0,1346.63,4718.22,21,541,61
c_001967,M,27.0,4259.54,25302.01,33,310,286
c_001968,M,43.0,3262.37,49044.89,24,610,42
c_001969,U,45.0,1760.8,21060.79,36,1336,253
c_001970,F,72.0,588.65,37685.12,28,70,272
c_001971,F,49.0,4499.96,44831.12,47,359,115
c_001972,F,51.0,3797.85,28541.54,13,1016,45
c_001973,F,77.0,3177.99,28491.25,2,1950,176
c_001974,M,72.0,2227.88,6020.87,11,904,248
c_001975,F,29.0,2833.36,27501.83,24,1872,252
c_001976,F,37.0,2337.91,10722.56,9,1283,52
c_001977,M,36.0,4745.4,28852.51,38,1839,190
c_001978,F,76.0,2035.03,34063.65,40,377,118
c_001979,F,26.0,3038.43,12648.32,20,1942,358
c_001980,F,38.0,125.7,21761.18,28,1206,19
c_001981,F,56.0,3818.83,26208.1,14,510,125
c_001982,F,46.0,4605.68,31252.65,30,35,88
c_001983,M,68.0,1138.77,26946.35,24,97,147
c_001984,U,59.0,2261.77,31836.27,42,1009,138
c_001985,F,62.0,727.32,13952.5,46,989,60
c_001986,M,,2212.53,24999.63,47,660,142
c_001987,F,60.0,3882.34,23543.18,44,933,177
c_001988,F,37.0,154.0,39549.69,46,1300,154
c_001989,M,36.0,709.79,9268.54,34,1384,147
c_001990,F,73.0,4955.75,5719.82,4,1773,318
c_001991,M,79.0,1319.17,16105.64,39,403,277
c_001992,F,18.0,4584.06,38813.72,22,986,169
c_001993,F,60.0,4464.49,39125.79,15,189,162
c_001994,F,64.0,765.18,28716.85,45,566,288
c_001995,F,,4299.31,13507.93,1,1370,307
c_001996,M,62.0,741.0,11634.68,11,917,166
c_001997,F,58.0,3283.79,764.24,48,536,257
c_001998,F,77.0,581.79,33944.56,48,1449,99
c_001999,M,51.0,3780.14,15916.1,35,1074,293
c_002000,F,31.0,3666.16,12939.66,11,1721,147
c_002001,F,51.0,4978.66,15885.11,26,792,81
c_002002,F,22.0,2887.98,17158.34,43,1745,217
c_002003,M,27.0,3275.45,8886.16,43,1593,223
c_002004,U,63.0,4569.42,49192.86,42,1769,198
c_002005,F,69.0,2570.99,41960.86,8,1799,39
c_002006,M,41.0,1854.64,30110.42,19,1753,183
c_002007,M,50.0,1496.34,47561.08,28,838,36
c_002008,M,29.0,4876.89,19524.74,23,571,101
c_002009,M,22.0,3214.19,2803.69,1,1727,337
c_002010,F,71.0,1658.51,29761.95,42,409,314
c_002011,M,59.0,789.37,3651.7,38,1934,202
c_002012,F,37.0,3785.41,37522.28,15,34,335
c_002013,M,71.0,4808.42,35585.98,22,1642,216
c_002014,M,73.0,3588.01,5319.11,39,1336,121
c_002015,F,22.0,3232.8,9228.82,39,278,227
c_002016,M,54.0,1487.67,43369.27,19,1726,296
c_002017,M,52.0,755.91,43051.82,33,1055,208
c_002018,M,63.0,2934.13,33278.13,34,1475,253
c_002019,M,64.0,3199.23,441.92,48,573,246
c_002020,F,50.0,2649.85,15063.97,49,463,100
c_002021,M,20.0,530.14,17412.07,13,1807,54
c_002022,M,59.0,513.12,7379.55,38,80,177
c_002023,M,25.0,2276.6,40701.94,30,1437,51
c_002024,M,19.0,2136.98,242.12,43,1734,18
c_002025,F,41.0,4365.55,37613.81,0,858,83
c_002026,F,26.0,4007.38,6852.08,11,1608,274
c_002027,F,25.0,4596.35,18725.53,28,811,25
c_002028,M,74.0,921.9,7154.08,19,1551,196
c_002029,M,,3592.96,31358.67,44,56,148
c_002030,F,70.0,3995.66,866.23,7,671,115
c_002031,M,67.0,3203.29,47171.23,31,1375,62
c_002032,M,23.0,3433.18,45716.54,4,665,167
c_002033,M,48.0,2417.31,7905.06,4,425,254
c_002034,F,29.0,1245.86,6162.39,49,222,188
c_002035,U,77.0,4862.07,43218.68,0,668,276
c_002036,F,,4632.5,4325.08,26,1458,356
c_002037,F,36.0,4598.97,7154.13,39,85,5
c_002038,M,22.0,3778.67,27062.3,23,889,48
c_002039,F,53.0,3489.1,48875.68,40,141,167
c_002040,F,66.0,4600.07,9518.84,21,1296,314
c_002041,M,26.0,4869.12,20717.75,28,1775,241
c_002042,F,51.0,275.72,29173.6,15,1595,192
c_002043,M,40.0,2466.22,4584.4,27,1036,219
c_002044,M,76.0,4370.58,14304.14,1,473,29
c_002045,F,37.0,4440.83,42038.81,16,1267,257
c_002046,M,57.0,1117.1,5474.06,23,1712,151
c_002047,M,49.0,4989.32,31555.14,17,1571,203
c_002048,F,36.0,4735.6,18003.58,17,1125,100
c_002049,M,39.0,351.8,46072.36,17,417,169
c_002050,F,37.0,2129.25,6677.06,6,737,99
c_002051,M,56.0,3055.66,35999.14,12,1453,186
c_002052,M,38.0,1584.1,16517.9,49,1105,122
